PC1,PC2,PC3
-8.254204614787783,5.1373779243018,1.905611236822714
-6.271151731670871,0.11770906136142846,-1.2569517068131653
-4.2748623442320905,0.1183882470502728,-0.5927489639652285
13.728688577284577,0.06800168351005988,1.6967754979711902
11.704802338672922,-8.931352632810622,-0.21647156802405168
24.693706142785363,-10.96381539925113,2.251208353117604
0.7546057562337319,5.104732114974315,-0.23806971072344582
-7.242538055650093,8.131013838143172,0.6685006612721901
22.720104073814422,-6.9583446560210955,3.442963886783578
-0.27204360798203175,-3.8885564175028016,1.6007063215690922
-21.284822842948433,-4.829906809910239,-2.857347568418531
-14.266852597018145,-0.8438575758087664,-1.427679097171548
-17.247144766052894,6.171719933206479,3.252561589562183
3.693735428116271,-9.900992554148987,2.2405868606144597
6.704936179133838,-7.913845914442736,1.8483064355696088
13.707260329924978,-7.935681586976917,-1.097025627838272
-24.24721961576046,5.199627884155512,1.6589478724568298
-1.255582659120692,2.1153537701666134,2.799922496886091
0.7614918824920557,11.096061738058083,-1.740777045115988
13.75023651947986,4.070358934752967,1.052951186746694
-7.224363514795659,11.12883082860918,-0.301425691855016
7.763522928606769,8.081999297330118,-1.7153437487342271
-20.27368338015397,-2.8267563162280744,-2.433735564555081
10.69224675842087,-10.933582527481928,0.6334901998764069
-16.26383855441096,4.156654378412989,-1.8866220751392972
17.710675514719426,-6.954574000763338,-0.28780713536479846
2.7163640637429576,-5.904387979687371,-1.7542829322175355
-8.235698462706578,7.130587124988808,-1.2997152753811612
7.752159109376712,5.087728818739318,1.149360389907112
24.76757848070825,11.032414789013279,0.195780792191134
7.768174896000328,11.073317809981559,-2.8220878455510974
22.76824618171007,9.042290656788575,1.2606914065551018
-9.29001327103714,-6.865382729490966,-0.3602970909539435
-19.243531224987372,4.1756857967349745,-0.686257602104687
8.703521629831616,-9.918019901083145,2.364521183213197
-4.248049787977247,7.11387028289669,-0.32132050663754186
-12.27246992087062,0.14704492137201797,0.23412616702240396
-11.248830452029186,7.151321595969744,-0.12685648752326495
-16.2822409722394,-5.830887792974571,2.860287091490266
-22.29848194402125,-8.82415724861767,-0.9498331446904291
-7.21884829258468,12.137002247257172,0.7361409761368841
-23.27293185635923,-1.8124480212214085,-0.926600333782553
16.773521133639743,12.046099403319694,-0.9040278723865601
9.73666836915483,2.0822131429477304,0.3640082880573288
-8.301297621336314,-6.8667000395441855,-0.29155358384230556
16.751753719174435,3.060014554025354,3.4907606180873283
-20.29350687654951,-10.820571051382917,-0.6446414474431813
0.7579707512968886,8.104376711989445,0.20128510787581486
2.7302409363020335,-1.901770119058332,-1.8620722680495219
4.73629306035026,3.086932281603483,-1.5997343998851035
-5.292050681807921,-5.87767446066906,-2.1055447177849063
19.759124994806754,5.042374092015409,2.023649814218446
-23.258801610419415,4.183290682708692,0.04882440190163236
-1.2798752378757905,-2.8862000190049133,0.13775561068377298
5.757854270376084,9.080132111311228,-1.6014967066253707
14.752685438728998,2.0636463102521794,2.6272916954369228
-1.238983788182171,9.112836437736455,-0.473370849966743
22.695930963636783,-10.965127985088891,-0.018508819181975576
-0.241011912014916,8.111999237962431,1.0938349568372199
-7.31191569186235,-11.866330576166542,-0.001358193127560266
-13.241000505537974,9.145816174155591,0.13385523115994669
17.7270393945129,-1.9580662822332218,-3.4757535734616005
-1.2677715046526412,1.1099706438983412,-0.04749844230105782
-22.263959835324997,2.1797629354519494,1.2090209772174454
-24.255233095006776,4.193856853264194,0.5549304423180479
4.716914602944748,-4.903417889592,2.172164617357607
12.735956263586571,1.0647652431162546,0.8817307636361719
-18.245217208293802,5.170301793720648,-0.26493805878251214
18.714289864402733,-6.958724904749438,-1.4752519687304997
16.752270760556783,7.0497058490912465,0.1362262053185602
-24.26205512901618,1.1900194729829758,0.6463932016572401
20.762987649350347,6.03496531662036,-0.25539190983500487
-15.262048601085981,-0.8433602412555078,-2.429604517125023
-14.291389499420376,-7.847006354786577,-0.43320774374454685
-11.29418647677645,-9.853208218315473,1.1357356293538579
18.77489477237151,10.048034626316426,0.08753557638712171
-17.298193236579245,-7.833973206607378,-0.1508540508306321
-17.248798868910296,6.166573810474929,0.44760031409509016
1.7323354964786675,0.11352077087942526,3.289114450642911
-10.266689515839577,-0.8707754818204883,-1.4255067323340516
6.770266326106042,10.07970609102508,-2.2100745748864647
20.74123204992837,0.04039871959610119,1.4732841377845058
-15.270545079299717,-0.8471628299942148,-0.5081623804637722
17.700568242911434,-8.954923903215514,-1.3997040760057449
-22.274506919010463,-2.827306164573932,-3.1033428825700864
5.75965322956521,8.089159994120987,-0.32858687485807053
2.7247478204878814,-3.898141022657523,2.4722969544264903
9.742669197369215,4.076425285961505,2.2124709835329206
24.72581607767673,-1.9765441277983706,-0.3100997641620616
-20.280485825583526,-3.8389335468794923,-2.747266892769621
14.70720111853791,-9.934486810991697,2.241425224631185
14.755154994702417,4.064936810512554,-0.2836266369381245
17.73104165208139,-0.9528794530733905,1.5446262213718112
-16.28737628614303,-4.834948207927811,0.19225518485130572
2.699691235926847,-6.908421967501324,-1.227978022948126
-0.27812216062493755,-3.886211220893638,1.9510954935739997
-17.240263599336693,6.180715288391066,3.538353437576033
20.71786048128047,-7.96035463071613,-1.411398716131492
6.711711109386932,-7.925006688275415,-2.703201227410405
-0.2554553413993802,3.103080769640476,-0.03432862608324033
15.733120665883845,0.05830581664281616,1.3249673350499656
8.700686707160504,-10.920276414735381,2.3797574260775085
10.704479086107865,-9.931530662595119,-0.9750349610816048
22.71281936540949,-5.9643472767014725,1.2945052095128649
3.7154796561715053,-3.9092052756964186,0.4930966910721521
6.762462649113334,8.07539007070604,-3.3841840246988277
-2.3041948869191513,-10.893137540260232,-2.0730841832422504
-5.275974309361547,-0.8782701259501094,-0.358563370993578
0.7126411110593739,-4.907630956284475,-3.0065259563740785
-24.304299843261756,-9.819518081430287,-2.1982108942053014
6.759856951414565,11.083674065578013,-1.1850979617247868
-4.272882846423369,-4.874378370272541,0.7809090444187891
-16.289929937863487,-5.835172838391869,0.7703237388476553
4.73830689637612,0.09688949855931386,0.5741266310002539
-4.2322089610646625,10.125166537904395,-0.21473251929377457
24.749533927806183,5.022482749882098,-1.7896021050906683
20.77348732344034,10.048822646209297,2.1734140498320778
15.686952830280418,-11.957612781692657,-1.2300605151105246
-8.27872586608004,-1.8763242867527263,-0.7862388754521689
24.73355584995074,-1.9777535552149985,0.26244098118708115
22.725051396076935,-5.9680669303800755,0.41801510161301225
20.726447299546127,-0.9685422320477026,-2.365776175893305
21.759758883119996,9.030002177373833,0.5708552839798576
-7.241243035337467,9.129088635333348,0.18819442125163224
2.7571657650137187,5.1069628073847015,1.1213410001556752
-20.256421888118947,3.1766060515885823,-0.2230318302542344
-1.2810120849953657,-3.8987926478624533,-3.937154896759936
-1.2487449559437165,5.117669180404911,1.406132800603432
-20.245318319830982,6.182412647664435,0.6946162169978994
12.725664731285132,-0.9389779909762345,1.2477296546935301
-8.306782113143854,-9.863370587470456,0.2791432675219198
-6.259062299341423,3.130287617207398,0.15678861931516722
5.71377067906005,-1.9150291455146597,0.8345489326945543
0.7008052480472373,-9.895464880890305,-0.9665952947584994
